Product,Albania,Algeria,Angola,Argentina,Australia,Austria,Bangladesh,Belarus,Belgium,Benin,Bolivia__Plurinational_State_of_,Bosnia_and_Herzegovina,Brazil,Bulgaria,Burkina_Faso,Burundi,Cambodia,Cameroon,Canada,Central_African_Republic,Chad,Chile,China,Colombia,Congo,Costa_Rica,Croatia,Cuba,Cyprus,Czech_Republic,Côte_d_Ivoire,Democratic_People_s_Republic_of_Korea,Democratic_Republic_of_the_Congo,Denmark,Ecuador,Egypt,El_Salvador,Eritrea,Estonia,Ethiopia,Finland,France,Gabon,Germany,Ghana,Greece,Guadeloupe,Guatemala,Guinea,Guinea_Bissau,Hungary,India,Indonesia,Iran__Islamic_Republic_of_,Ireland,Israel,Italy,Japan,Kenya,Kyrgyzstan,Latvia,Liberia,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Mali,Mauritius,Mexico,Mongolia,Morocco,Mozambique,Namibia,Nepal,Netherlands,New_Zealand,Nicaragua,Niger,Nigeria,Norway,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Republic_of_Moldova,Romania,Russian_Federation,Rwanda,Senegal,Serbia,Sierra_Leone,Slovakia,Slovenia,Somalia,South_Africa,Spain,Sri_Lanka,Sudan__former_,Sweden,Switzerland,Thailand,Togo,Tunisia,Turkey,Uganda,Ukraine,United_Kingdom,United_Republic_of_Tanzania,United_States_of_America,Uruguay,Uzbekistan,Venezuela__Bolivarian_Republic_of_,Viet_Nam,Zambia,Zimbabwe
Cassava,,,1.75361964049516,1.02326656946733,,,,,,1.00585933878874,,,0.510404912432916,,7.74241176312456,0.653511406027527,1.62575770555647,2.30565408617315,,2.42397814782253,0.214239185319331,,1.8191575606115,1.20952720860827,2.19462521593114,1.20051333105045,,0.650176593996831,,,0.740409447952834,,0.224620056304002,,1.38592688641115,,,,,,,,1.28842517166109,,1.14666498330833,,,,1.46947912579848,1.45894956969584,,0.396748059016158,1.43788494395629,,,,,,0.792235736544971,,,0.927812294717526,,,1.56465362101126,0.866544388699323,,0.93183431166172,,,,,1.01589746386909,,,,,,,2.08157038834406,,,,0.743878863119378,2.55580196084341,0.593694709004789,,,,,,0.867977885932565,0.931761939526426,,7.27911075902971,,,1.39165424013827,,,0.856579907349243,2.02150232588993,,,0.571448901893442,2.29364738296165,,,0.440088164910997,,,1.9229393171017,,,,0.502929012598298,1.14272133143681,36.1814016617928,1.62354090119108
Cauliflower,,,,,0.659207777028296,,,,,,,,,,,,,,,,,,0.354013164340763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.629290426943125,,,0.397238118896314,0.469313750098103,,,,,,,0.608389218828792,,,,,,,,
Celeriac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.336983024980932,,,,,,,,1.47389005215463,,,,,,,,
Chestnuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5216172051941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken,,,,,15.6838131028579,,,,,,,,5.33369431707015,,,,,,5.80090828444799,,,,,,,,,,,,,,,,,,,,,,20.9889675472304,10.2942243863451,,,,,,,,,,,,,,,,,,,,,,,,,9.18723814915032,,,,,,,,,5.81918109564559,,,,,8.86062049782456,,,,,,,,,,5.62628053376615,,,,,,,,,,,,5.52509950201977,5.04895905948622,,,,,,,9.72810089658743,,,,,,19.5495751355538,,
"Chicken's eggs",,,,,,,,,,,,,,,,,,,2.99311337414192,,,,,,,,,,,8.44027162897757,,,,,,,,,,,,4.92589112101492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66526023129024,,,,,,,,,,,,,,,,,,,,,,,,,,,4.20065981793894,,,,,,,,3.83901795451853,,5.90591677416795,,,,,,
Chickpeas,,,,,0.665679464645162,,,,,,,,,,,,,,1.17624007231912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.766835527199894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese cabbage,,,,,,,,,,,,,,,,,,,,,,,0.244948609710115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.328963195193087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese orange,,,,,,,,,,,,,,,,,,,,,,,0.410890790210925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese pear,,,,,,,,,,,,,,,,,,,,,,,0.10977734315304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76615441471496,,,,,,,,,,-3.65820990378072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.421081807063719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.584936221660417,,,,,,,,,,,,,,,,,,,
Clementine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.517224573204978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cocoa,,,,,,,,,,,,,10.7388153109185,,,,,,,,,,,11.6961075655295,,,,,,,4.88404474476789,,,,1.77097218205186,,,,,,,,,,1.99834152830407,,,,,,,,257.945180694588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coffee beans,,,,,,,,,,,,,4.72722157915649,,,,,,,,,,,15.635633810844,,7.11659587739194,,,,,,,,,,,20.4738380953324,,,,,,,,,,,19.092370240413,,,,,84.5861917653725,,,,,,29.2905547679239,,,,,,,,,,,,,,,,,,,37.9299157392711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.50923808332417,,
Common carp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.51445706982734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Common carp, tench, roach, perch, pike",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.7187598071056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Common carp, tench, roach, perch, sander, pike",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9659671911632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courgette,,,,,1.60875910274899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cow and buffalo milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.859686133496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cow's cheese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5566603280705,,20.5797022809207,,,,,,,,,,,,,18.4768396148832,,,,,,,,,,,,,,,,,,,11.9783025166786,14.2987060456081,,,,,,,,,,,,,10.5208924017561,,,,,,,,,,,,,16.5332510953517,21.8011545854779,,,,,,,,,,,,,,,
"Cow's cheese (Cheddar)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0723047266444,,,,,,
"Cow's cheese (Emmental)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9623598878547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cow's cheese (Gouda)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5822390205445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cow's cheese (Mozzarella)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4912067288461,,,,,,
"Cow's milk",,,,,,2.23722328943462,,,2.70915279340306,,,,3.06854872566647,,,,,,3.36243257222982,,,,3.40625576324346,3.98388682226334,,,,,,,,,,2.67585791012763,,,,,,,,2.22547586035521,,2.23013285301445,,,,,,,,,,,1.69870836012362,,2.36411945329541,,3.66065723611457,,,,,,,,,,,2.7779710056771,,,,,,1.85310546304237,1.82101248859638,,,,2.85557003113151,,,,14.5770527604221,,,,,2.41316498938483,,,,,,,,,2.32856315962673,2.08995804309546,,,2.0445200581972,1.83899030095436,,,,,,,2.28817535880062,,1.87414488146609,,,,,,
Cucumber,,,,,0.961898646234453,,,,,,,,,,,,,,,,,,0.269561457773342,,,,,,,,,,,5.61004733948737,,,,,,,,,,,,,,,,,,,,0.528019342334831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1196424174588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.476048064686218,,,,,,,,,,,,,,,,,,,
Extra virgin olive oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3217403063548,,,,,,,,,,,,,,,,,3.35305077774473,,,,,,,,,,,1.88573830204748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.07571877039553,,,,,,,,,,,,,,,,,,,
"Extra virgin olive oil (""GranFruttato"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17611489034832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faba beans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0339617663331,,1.19247352568199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field beans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97034337374957,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54937038759974,,,,,,,1.07848938455113,,,,,,,,
French and Sim beans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3481973878361,,,,,,,,,,
French beans and Runner beans,,,,,2.23349015890178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant giver prawn,,,,,,,,,,,,,48.5416443379818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant river prawn,,,,,,,82.7543624150757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat and kid meat,,,,,21.7819482872158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goat's milk",,,,,8.27078449323044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goose (foie gras),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.7018870582766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grass carp,,,,,,,,,,,,,,,,,,,,,,,24.2227420590562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grass carp, silver carp, big head carp, common carp, catfish",,,,,,,,,,,,,34.7814965145496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green beans,,,,,,,,,,,,,,,,,,,,,,,0.496145962512878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.524253389464455,,,,,,,,,,,,,,,,,,,
Hazelnuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.08835944719295,,,3.04952347626301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido pumpkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.138889406233024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceberg lettuce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.409414384140048,,,,,,,,,,0.639675170264869,,,,,,
Jasmine rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.32794068876798,,,,,,,,,,,,,,
Kiwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.30452786142728,,,,,,,,0.514886873035308,,,0.668025124043237,,,,,,,,,,,,,,,,,,,,0.80887231786591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
